ticker,company_name,sector,cik,year,document_type,source,status,notes
JPM,JPMorgan Chase,Financials,19617,2018,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 413885. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
JPM,JPMorgan Chase,Financials,19617,2019,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 333681. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
JPM,JPMorgan Chase,Financials,19617,2020,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 365880. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
JPM,JPMorgan Chase,Financials,19617,2021,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 440290. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
JPM,JPMorgan Chase,Financials,19617,2022,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 415001. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
JPM,JPMorgan Chase,Financials,19617,2023,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 457390. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
JPM,JPMorgan Chase,Financials,19617,2024,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 493425. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BAC,Bank of America,Financials,70858,2016,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 278490. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BAC,Bank of America,Financials,70858,2017,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 340945. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BAC,Bank of America,Financials,70858,2018,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 336288. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BAC,Bank of America,Financials,70858,2019,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 503159. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BAC,Bank of America,Financials,70858,2020,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 392875. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BAC,Bank of America,Financials,70858,2021,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 550343. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BAC,Bank of America,Financials,70858,2022,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 2. Clean text length: 466526. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BAC,Bank of America,Financials,70858,2023,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 2. Clean text length: 611641. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BAC,Bank of America,Financials,70858,2024,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 566016. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
WFC,Wells Fargo,Financials,72971,2016,DEF 14A proxy statement,SEC EDGAR,missing,"download failed after 3 attempts: HTTPSConnectionPool(host='www.sec.gov', port=443): Max retries exceeded with url: /Archives/edgar/data/72971/000119312516506771/d897049ddef14a.htm (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))). Text too short or unavailable. Clean text length: 0."
WFC,Wells Fargo,Financials,72971,2017,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 467656. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
WFC,Wells Fargo,Financials,72971,2018,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 2. Clean text length: 478842. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
WFC,Wells Fargo,Financials,72971,2019,DEF 14A proxy statement,SEC EDGAR,missing,No DEF 14A filing found for this filing year.
WFC,Wells Fargo,Financials,72971,2020,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 498997. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
WFC,Wells Fargo,Financials,72971,2021,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 509112. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
WFC,Wells Fargo,Financials,72971,2022,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 542432. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
WFC,Wells Fargo,Financials,72971,2023,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 457426. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
WFC,Wells Fargo,Financials,72971,2024,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 510261. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
GS,Goldman Sachs,Financials,886982,2016,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 312089. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
GS,Goldman Sachs,Financials,886982,2017,DEF 14A proxy statement,SEC EDGAR,missing,No DEF 14A filing found for this filing year.
GS,Goldman Sachs,Financials,886982,2018,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 456217. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
GS,Goldman Sachs,Financials,886982,2019,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 345467. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
GS,Goldman Sachs,Financials,886982,2020,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 318918. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
GS,Goldman Sachs,Financials,886982,2021,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 499649. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
GS,Goldman Sachs,Financials,886982,2022,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 398620. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
GS,Goldman Sachs,Financials,886982,2023,DEF 14A proxy statement,SEC EDGAR,missing,No DEF 14A filing found for this filing year.
GS,Goldman Sachs,Financials,886982,2024,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 463352. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
MS,Morgan Stanley,Financials,895421,2016,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 353568. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
MS,Morgan Stanley,Financials,895421,2017,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 436784. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
MS,Morgan Stanley,Financials,895421,2018,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 277202. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
MS,Morgan Stanley,Financials,895421,2019,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 291581. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
MS,Morgan Stanley,Financials,895421,2020,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 285709. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
MS,Morgan Stanley,Financials,895421,2021,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 349271. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
MS,Morgan Stanley,Financials,895421,2022,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 294873. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
MS,Morgan Stanley,Financials,895421,2023,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 327075. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
MS,Morgan Stanley,Financials,895421,2024,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 445454. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BLK,BlackRock,Financials,1364742,2016,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 278066. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BLK,BlackRock,Financials,1364742,2017,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 305978. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BLK,BlackRock,Financials,1364742,2018,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 342961. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BLK,BlackRock,Financials,1364742,2019,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 344645. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BLK,BlackRock,Financials,1364742,2020,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 354507. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BLK,BlackRock,Financials,1364742,2021,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 407399. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BLK,BlackRock,Financials,1364742,2022,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 346894. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BLK,BlackRock,Financials,1364742,2023,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 387886. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
BLK,BlackRock,Financials,1364742,2024,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 501834. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
SCHW,Charles Schwab,Financials,316709,2016,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 193981. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
SCHW,Charles Schwab,Financials,316709,2017,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 208562. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
SCHW,Charles Schwab,Financials,316709,2018,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 391632. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
SCHW,Charles Schwab,Financials,316709,2019,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 194824. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
SCHW,Charles Schwab,Financials,316709,2020,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 393050. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
SCHW,Charles Schwab,Financials,316709,2021,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 232161. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
SCHW,Charles Schwab,Financials,316709,2022,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 409277. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
SCHW,Charles Schwab,Financials,316709,2023,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 265462. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
SCHW,Charles Schwab,Financials,316709,2024,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 271640. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
AXP,American Express,Financials,4962,2016,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 401760. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
AXP,American Express,Financials,4962,2017,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 277580. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
AXP,American Express,Financials,4962,2018,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 314098. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
AXP,American Express,Financials,4962,2019,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 306588. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
AXP,American Express,Financials,4962,2020,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 356110. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
AXP,American Express,Financials,4962,2021,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 316003. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
AXP,American Express,Financials,4962,2022,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 291181. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
AXP,American Express,Financials,4962,2023,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 331078. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
AXP,American Express,Financials,4962,2024,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 450848. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
C,Citigroup,Financials,831001,2016,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 518795. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
C,Citigroup,Financials,831001,2017,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 393857. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
C,Citigroup,Financials,831001,2018,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 514750. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
C,Citigroup,Financials,831001,2019,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 472690. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
C,Citigroup,Financials,831001,2020,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 509837. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
C,Citigroup,Financials,831001,2021,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 543055. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
C,Citigroup,Financials,831001,2022,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 2. Clean text length: 509405. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
C,Citigroup,Financials,831001,2023,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 520513. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
C,Citigroup,Financials,831001,2024,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 542095. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
LLY,Eli Lilly,Healthcare,59478,2016,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 199082. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
LLY,Eli Lilly,Healthcare,59478,2017,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 279780. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
LLY,Eli Lilly,Healthcare,59478,2018,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 373723. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
LLY,Eli Lilly,Healthcare,59478,2019,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 249610. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
LLY,Eli Lilly,Healthcare,59478,2020,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 291069. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
LLY,Eli Lilly,Healthcare,59478,2021,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 332753. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
LLY,Eli Lilly,Healthcare,59478,2022,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 373570. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
LLY,Eli Lilly,Healthcare,59478,2023,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 405940. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
LLY,Eli Lilly,Healthcare,59478,2024,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 362907. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
UNH,UnitedHealth Group,Healthcare,731766,2016,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 284416. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
UNH,UnitedHealth Group,Healthcare,731766,2017,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 303051. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
UNH,UnitedHealth Group,Healthcare,731766,2018,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 2. Clean text length: 300402. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
UNH,UnitedHealth Group,Healthcare,731766,2019,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 298775. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
UNH,UnitedHealth Group,Healthcare,731766,2020,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 392412. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
UNH,UnitedHealth Group,Healthcare,731766,2021,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 350055. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
UNH,UnitedHealth Group,Healthcare,731766,2022,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 2. Clean text length: 304814. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
UNH,UnitedHealth Group,Healthcare,731766,2023,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 339883. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
UNH,UnitedHealth Group,Healthcare,731766,2024,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 311847. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
JNJ,Johnson & Johnson,Healthcare,200406,2016,DEF 14A proxy statement,SEC EDGAR,success,"downloaded on attempt 1. Clean text length: 274829. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
